provcd,prov_name,year,identifier,area,人均可支配收入（元） ,自然灾害受灾人口（万人）,房价（元每平方）,移动电话普及率,地区基本经济面,代表性方言,amenity_climate,amenity_health,amenity_education,amenity_public_services
34,安徽省,2011,安徽省2011,华东,11873,2990.3,4438.91375,54.72,-0.51943642,江淮官话,0.06163304146735178,-0.182279321731181,1.873549075655015,-0.5964732790192343
34,安徽省,2012,安徽省2012,华东,13593,2206.3,4782.260625,60.5,-0.51943642,江淮官话,0.3819762260543813,0.04581494475164513,0.9606925605214875,-0.33838173137173444
34,安徽省,2013,安徽省2013,华东,15154,2855.9,5030.1975,65.65,-0.28458861,江淮官话,0.5854590930144247,0.2800204951658774,0.7261694650355763,-0.02510120914178128
34,安徽省,2014,安徽省2014,华东,16796,1201.6,4864.773125,69.31,-0.1057923,江淮官话,0.810789678849521,0.48155672846977843,0.5312650807306417,0.23445379983228995
34,安徽省,2015,安徽省2015,华东,18363,1069.7,5018.765,68.17,-0.042048525,江淮官话,0.8837216842367012,0.7085131215857392,0.5086259908198427,0.31737789160579166
34,安徽省,2016,安徽省2016,华东,19998,1487.8,5859.81875,70.1,0.025498526,江淮官话,1.133989226694521,0.8076361529117158,0.5316022396418584,0.5475660105625068
34,安徽省,2017,安徽省2017,华东,21863,347.6,6139.036458333332,78.09,0.29627624,江淮官话,0.5254450918272012,1.2338060036662872,0.6053473980343151,0.869983254182113
34,安徽省,2018,安徽省2018,华东,23984,728.3,6800.77291666667,87.54,0.50021219,江淮官话,0.9218460180334337,1.3960229287329913,0.7540070981102617,0.8855953058448917
35,福建省,2010,福建省2010,华东,14566,809.2,6886.251111111112,83.31,-0.89883631,闽语,1.6932848012772945,-0.8698070055628555,-0.6542618916496205,-0.058429134158745316
35,福建省,2011,福建省2011,华东,16909,156.1,7435.48,96.21,-1.5812829,闽语,1.0952501967400248,-0.6549248409330168,-0.7225739443851709,0.22067074697632585
35,福建省,2012,福建省2012,华东,19141,225.6,7914.792222222222,108.8,-0.88197649,闽语,1.5347884149016329,-0.4280420691243665,-0.544882460306206,0.3285961834202265
35,福建省,2013,福建省2013,华东,21218,404.2,7643.139999999999,114.02,-0.7469641,闽语,1.2111229720686323,-0.26225153976057247,-0.6411229700582715,0.5102244873471867
35,福建省,2014,福建省2014,华东,23331,155.8,7570.820000000001,112.37,-0.71199018,闽语,1.8240649190741671,-0.03757560589404135,-0.5408272753192553,0.688926272048663
35,福建省,2015,福建省2015,华东,25404,370.9,7620.02,108.2,-0.55708528,闽语,1.945653524454749,0.12424121159278055,-0.32583158428119224,0.9005661007007347
35,福建省,2016,福建省2016,华东,27608,562.3,7893.861111111111,107.36,-0.42226565,闽语,2.27930251450922,0.18122521933102956,-0.17190995529250405,1.0275370908305783
35,福建省,2017,福建省2017,华东,30048,61.4,11698.53571428572,109.82,-0.22643723,闽语,1.7304996566385427,0.32251543760462925,0.04044438888017527,1.2057636330195274
35,福建省,2018,福建省2018,华东,32644,115.1,15604.9941077441,115.54,-0.1004005,闽语,1.8418877175784054,0.42075027441676593,0.31248084514811864,1.230318470640342
36,江西省,2010,江西省2010,华东,10217,2184.6,3829.944545454545,40.87,-0.72913706,赣语,1.7388144304985462,-0.49531409276728844,2.1313607016329374,-0.6898890999768733
36,江西省,2011,江西省2011,华东,11870,1659.3,4116.311818181818,52.04,-0.65303749,赣语,1.266465500806378,-0.1956886316572489,2.377102286098466,-0.1930836867307275
36,江西省,2012,江西省2012,华东,13567,775.9,4607.288181818181,57.3,-0.82206351,赣语,1.9791771878000395,-0.008605955589573036,2.5411302413991828,-0.07160926494875677
36,江西省,2013,江西省2013,华东,15100,1160.3,4742.57,62.07,-0.51774037,赣语,1.4957476080362113,0.10801815798453393,1.8473161452446758,-0.12341638680034142
36,江西省,2014,江西省2014,华东,16734,634.2,4833.809090909091,64.69,-0.19213031,赣语,2.2135327353348146,0.328719309833778,1.8729514539398642,-0.18540890040838004
36,江西省,2015,江西省2015,华东,18437,628.3,4951.059999999999,66.37,-0.11375681,赣语,2.309023247719692,0.5336595751211887,1.9192655326776746,-0.17164185390294587
36,江西省,2016,江西省2016,华东,20110,805.1,5299.711818181819,68.39,-0.015920332,赣语,2.410412732664174,0.6611899054691519,1.964944331853072,-0.07666664938454743
36,江西省,2017,江西省2017,华东,22031,665.5,5373.185185185186,74.62,0.16765389,赣语,1.7549677843265465,0.9447962208415257,2.1085716990281864,0.7096746708647194
36,江西省,2018,江西省2018,华东,24080,621.1,6434.294047619051,87.0,0.25572467,赣语,1.679289638727141,1.1926331568399842,2.067862664774871,0.38504239174763755
37,山东省,2010,山东省2010,华东,12922,2226.3,4224.94125,65.37,-1.6609718,胶辽官话,-0.6611651520145418,1.5511512146164579,0.057030157435888955,1.1936507222563748
37,山东省,2011,山东省2011,华东,15077,3083.3,4401.31,74.24,-1.2127658,胶辽官话,-0.8633179452712142,1.9349482523001582,0.30716814439772905,1.57471386326409
37,山东省,2012,山东省2012,华东,17127,1940.3,4689.7525,78.7,-0.55415857,胶辽官话,-0.7547388074297762,2.3711064342949792,0.17796543385419494,1.7483511156384923
37,山东省,2013,山东省2013,华东,19008,1157.5,4931.251875,85.62,-0.42874694,胶辽官话,-0.41789222800076903,2.694050265445607,0.26176882942235224,2.0616626945661625
37,山东省,2014,山东省2014,华东,20864,959.8,4985.553125,88.5,-0.44374883,胶辽官话,-0.05415465622721801,3.106500437407448,0.33188376596726404,2.213140049948972
37,山东省,2015,山东省2015,华东,22703,1173.2,5186.596250000001,92.3,-0.24977961,胶辽官话,0.005655930115095666,3.4462679143415635,0.40416747683433046,2.6545075169531382
37,山东省,2016,山东省2016,华东,24685,544.2,5721.498125,96.46,-0.15064064,胶辽官话,0.26437215762161886,3.860327312002282,0.35942460032265766,3.15274708896689
37,山东省,2017,山东省2017,华东,26930,785.7,6302.828125,99.38,0.078816921,胶辽官话,-0.07975473991719927,4.260801770209236,0.3325636182776113,3.5163555246618547
37,山东省,2018,山东省2018,华东,29205,889.3,7563.94270833333,105.2,0.22350135,胶辽官话,0.18946364361246623,4.496840918843432,0.46416848826416035,3.47583794911373
41,河南省,2010,河南省2010,中南,9520,1843.8,2920.727647058824,46.4,-0.97233063,中原官话,0.43182127925319896,1.3911671004360813,3.1904335381272344,-2.733079895225866
41,河南省,2011,河南省2011,中南,11206,2468.0,3252.292352941176,53.82,-0.97233063,中原官话,0.2560985629865665,1.6875838039745361,3.2559185630543674,-2.27881084174259
41,河南省,2012,河南省2012,中南,12772,1232.1,3586.647058823529,61.6,-0.97233063,中原官话,0.4215679923105294,1.8972969256274415,3.0351005701716907,-2.1585833390845384
41,河南省,2013,河南省2013,中南,14204,2587.8,3782.711764705882,76.49,-0.88656127,中原官话,0.5150147505230179,2.322040047875755,1.8688614763864628,-1.7924701799442633
41,河南省,2014,河南省2014,中南,15695,2491.0,4005.047647058823,81.74,-0.7461248,中原官话,0.31165722540591795,2.7063372968267436,1.8635380078159078,-1.440030627153023
41,河南省,2015,河南省2015,中南,17125,516.5,4140.414117647058,79.51,-0.68889028,中原官话,0.5650298254114821,3.1165453920713033,1.9011711802790048,-1.249809579299307
41,河南省,2016,河南省2016,中南,18443,712.2,4577.294705882353,82.76,-0.62336409,中原官话,0.8724157612187925,3.4499703502540213,2.13274526558636,-0.9237920712525173
41,河南省,2017,河南省2017,中南,20170,1538.5,4903.911764705881,89.48,-0.47481266,中原官话,0.5531830624273253,3.7429029206981688,2.020428240355687,-0.07876587086854162
41,河南省,2018,河南省2018,中南,21964,1332.3,5712.450980392155,97.39,-0.31675655,中原官话,0.5671355433718318,4.209058433378477,1.9701740824413998,0.2316912033587998
42,湖北省,2010,湖北省2010,中南,11069,2362.5,3431.280833333334,60.4,-0.47838587,西南官话,0.7977479677419925,-0.45474595885064556,1.231084568888116,-0.8410023079825238
42,湖北省,2011,湖北省2011,中南,12941,2843.3,3864.194166666667,69.02,-1.2549075,西南官话,0.37746416795841037,-0.11795752348567494,1.096130793453439,-0.38790806935548877
42,湖北省,2012,湖北省2012,中南,14809,1703.6,4088.82,79.1,-0.77327114,西南官话,0.5582352936957337,0.07627325445835802,-0.0755485271217835,-0.21769530191089445
42,湖北省,2013,湖北省2013,中南,16472,2353.9,3984.335,76.16,-0.542041,西南官话,1.2233770540235371,0.4044978942449489,-0.4511583258854316,-0.1564123264832749
42,湖北省,2014,湖北省2014,中南,18283,986.9,4187.574166666666,79.21,-0.40711942,西南官话,0.9448928686104331,0.7773250162499579,-0.8381453433787803,-0.026560900049930863
42,湖北省,2015,湖北省2015,中南,20026,1100.2,4414.813333333334,77.42,-0.21363598,西南官话,1.1465695112825678,1.1371669830137838,-0.6401455365255156,-0.012339490148645741
42,湖北省,2016,湖北省2016,中南,21787,2331.0,4881.9225,79.59,-0.054060634,西南官话,1.2402738443242582,1.4217981973340779,-0.3892629371743128,0.197327405139562
42,湖北省,2017,湖北省2017,中南,23757,1254.8,4851.020833333331,84.62,0.078730419,西南官话,1.0509044692804153,1.5851234007220194,-0.1713751938866051,0.31655944882214626
42,湖北省,2018,湖北省2018,中南,25815,1026.3,5997.694444444446,94.13,0.20066425,西南官话,0.879392369887768,1.5897386999869039,0.1719513456095179,0.21813510397333455
43,湖南省,2010,湖南省2010,中南,10861,2283.9,3006.772307692308,50.84,-0.33167008,湘语,1.3912568727963166,0.4606124419489313,0.5324781222988009,-1.3179651186544352
